CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09,ttlincg2,famincg2
6063,8,9,10,10,7,8,9,10,1,4
6064,10,3,9,10,3,3,9,9,6,6
6065,96,96,96,96,96,96,96,96,1,3
6066,8,8,10,10,10,7,10,10,3,3
6067,7,8,8,8,9,6,8,7,2,2
6068,8,5,10,10,2,1,8,10,2,3
6069,10,8,10,10,10,4,3,10,4,4
6070,5,7,4,8,7,5,5,6,2,2
6071,7,96,3,10,0,0,10,10,5,6
6072,96,96,96,96,96,96,96,96,3,3
6073,8,8,10,10,8,8,8,8,4,6
6074,8,4,8,10,4,5,8,8,1,2
6075,96,96,96,96,96,96,96,96,2,5
6076,8,8,8,8,5,7,7,8,3,3
6077,8,5,10,10,6,3,6,9,3,6
6078,10,3,10,10,7,5,10,10,2,6
6079,96,96,96,96,96,96,96,96,1,4
6080,9,3,5,9,4,5,7,7,2,2
6081,10,7,9,10,4,7,9,10,3,3
6082,96,96,96,96,96,96,96,96,1,1
6083,96,96,96,96,96,96,96,96,2,4
6084,10,10,10,10,10,5,10,10,1,6
6085,96,96,96,96,96,96,96,96,1,2
6086,96,96,96,96,96,96,96,96,1,1
6087,3,10,10,10,10,8,10,10,3,6
6088,10,5,10,10,0,0,7,10,1,1
6089,96,96,96,96,96,96,96,96,4,5
6090,8,8,8,8,8,8,8,8,4,4
6091,7,6,4,6,10,3,7,9,2,3
6092,96,96,96,96,96,96,96,96,1,2
6093,9,7,9,10,5,9,10,10,6,6
6094,8,96,10,10,10,7,8,10,1,6
6095,10,10,10,8,0,10,10,10,5,5
6096,8,5,5,8,8,5,5,5,3,4
6097,96,96,96,96,96,96,96,96,1,1
6098,7,5,7,10,10,5,10,10,4,6
6099,8,3,9,10,6,6,6,10,6,6
6100,96,96,96,96,96,96,96,96,3,3
6101,96,96,96,96,96,96,96,96,2,2
6102,96,96,96,96,96,96,96,96,2,3
6103,10,10,8,10,10,5,10,10,5,6
6104,7,96,9,9,10,5,9,9,2,4
6105,96,96,96,96,96,96,96,96,2,2
6106,5,5,4,3,10,5,2,6,3,4
6107,10,10,10,10,2,10,10,10,2,3
6108,8,6,10,10,0,6,9,10,4,6
6109,8,1,8,10,0,1,10,10,2,3
6110,9,4,9,10,3,7,9,9,5,5
6111,10,10,10,10,0,0,10,10,3,3
6112,5,5,6,10,6,5,8,10,1,6
6113,9,3,9,9,0,0,8,10,1,6
6114,96,96,96,96,96,96,96,96,1,6
6115,96,96,96,96,96,96,96,96,2,4
6116,7,5,8,9,3,4,7,7,1,4
6117,8,10,7,10,10,8,10,10,3,6
6118,96,96,96,96,96,96,96,96,2,5
6119,96,96,96,96,96,96,96,96,2,2
6120,7,10,0,0,10,10,0,9,4,5
6121,96,96,96,96,96,96,96,96,1,1
6122,96,96,96,96,96,96,96,96,1,2
6123,8,2,8,9,10,5,9,10,3,6
6124,96,96,96,96,96,96,96,96,3,6
6125,96,96,96,96,96,96,96,96,1,2
6126,96,96,96,96,96,96,96,96,1,2
6127,2,96,10,10,10,3,10,10,3,5
6128,8,5,8,8,2,2,8,8,2,2
6129,96,96,96,96,96,96,96,96,1,1
6130,8,3,8,9,10,3,9,10,3,5
6131,8,10,8,10,10,7,6,8,3,6
6132,96,96,96,96,96,96,96,96,2,4
6133,9,5,9,9,5,6,9,9,4,5
6134,96,96,96,96,96,96,96,96,1,5
6135,8,96,8,10,8,2,10,10,4,6
6136,9,7,10,10,10,7,10,10,5,6
6137,8,5,8,10,2,2,5,10,2,5
6138,96,96,96,96,96,96,96,96,3,3
6139,6,7,7,1,3,1,8,5,2,3
6140,10,10,7,10,2,4,5,10,1,6
6141,5,9,7,10,5,5,9,5,1,6
6142,9,4,9,9,3,5,6,9,2,2
6143,96,96,96,96,96,96,96,96,1,1
6144,6,5,10,8,10,4,4,5,6,6
6145,10,3,10,10,0,1,10,10,2,2
6146,8,96,10,10,3,7,8,10,1,6
6147,96,96,96,96,96,96,96,96,2,4
6148,96,96,96,96,96,96,96,96,1,1
6149,8,8,5,9,7,7,10,10,4,4
6150,10,96,10,10,10,4,10,10,2,6
6151,96,96,96,96,96,96,96,96,2,3
6152,9,5,10,10,7,5,8,9,2,5
6153,9,5,8,9,6,3,8,8,4,6
6154,96,96,96,96,96,96,96,96,3,6
6155,5,5,10,10,4,8,7,10,3,6
6156,96,96,96,96,96,96,96,96,1,1
6157,6,3,7,7,7,6,3,7,1,6
6158,96,96,96,96,96,96,96,96,1,1
6159,96,96,96,96,96,96,96,96,1,1
6160,96,96,96,96,96,96,96,96,2,2
6161,96,96,96,96,96,96,96,96,4,5
6162,9,96,9,10,5,5,9,9,2,4
6163,96,96,96,96,96,96,96,96,2,2
6164,96,96,96,96,96,96,96,96,3,3
6165,10,1,1,10,1,1,10,10,1,5
6166,10,4,10,10,7,3,7,10,4,4
6167,9,6,10,10,0,0,10,10,3,6
6168,96,96,96,96,96,96,96,96,3,4
6169,5,96,6,10,2,2,3,4,2,5
6170,7,99,7,10,0,7,7,8,5,6
6171,9,7,9,8,0,5,7,10,2,6
6172,96,96,96,96,96,96,96,96,4,6
6173,10,0,10,10,10,10,10,10,3,5
6174,10,2,8,10,4,7,7,10,4,6
6175,96,96,96,96,96,96,96,96,1,3
6176,96,96,96,96,96,96,96,96,3,6
6177,7,5,10,8,0,3,7,9,3,3
6178,10,6,10,10,10,7,7,10,3,6
6179,9,2,9,10,4,6,8,7,6,6
6180,96,96,96,96,96,96,96,96,1,2
6181,8,1,9,9,2,2,9,10,5,5
6182,96,96,96,96,96,96,96,96,1,1
6183,96,96,96,96,96,96,96,96,1,1
6184,7,9,6,9,3,5,5,7,4,4
6185,10,96,8,10,0,0,10,10,2,2
6186,10,3,8,10,3,3,8,8,5,6
6187,7,4,7,8,3,6,4,10,1,4
6188,10,7,10,10,5,3,7,10,1,4
6189,10,0,10,10,0,0,10,10,2,6
6190,10,7,10,10,3,0,7,8,4,5
6191,96,96,96,96,96,96,96,96,1,1
6192,8,4,8,10,9,3,9,10,3,3
6193,96,96,96,96,96,96,96,96,2,4
6194,10,9,9,10,2,3,8,10,1,3
6195,8,8,10,10,2,5,10,10,4,5
6196,10,10,8,5,10,10,10,10,4,6
6197,9,6,10,10,2,3,10,10,4,6
6198,9,0,9,10,2,1,9,9,3,6
6199,96,96,96,96,96,96,96,96,3,3
6200,8,5,7,8,7,9,8,9,1,4
6201,10,3,10,10,5,5,9,9,4,4
6202,96,96,96,96,96,96,96,96,3,5
6203,8,5,8,10,8,7,3,7,4,5
6204,10,7,10,10,0,5,10,10,1,4
6205,96,96,96,96,96,96,96,96,4,4
6206,8,7,10,10,8,8,9,10,2,2
6207,96,96,96,96,96,96,96,96,2,6
6208,10,10,10,10,10,5,5,10,2,2
6209,96,96,96,96,96,96,96,96,4,4
6210,96,96,96,96,96,96,96,96,1,6
6211,96,96,96,96,96,96,96,96,1,1
6212,10,2,10,10,2,2,10,10,4,6
6213,9,2,9,9,1,2,8,9,4,6
6214,9,2,10,10,2,1,9,10,2,2
6215,8,5,7,10,4,4,8,10,4,6
6216,10,3,9,10,6,1,8,10,2,6
6217,8,5,8,7,0,8,8,9,5,6
6218,8,96,8,9,8,8,8,8,1,1
6219,5,96,5,7,3,4,6,10,1,2
6220,9,7,7,8,5,4,7,10,2,6
6221,96,96,96,96,96,96,96,96,1,1
6222,10,7,5,10,4,8,8,10,2,4
6223,10,2,9,10,0,0,6,10,1,1
6224,10,9,10,10,5,8,8,10,2,6
6225,9,10,10,10,10,5,8,10,6,6
6226,96,96,96,96,96,96,96,96,1,2
6227,8,6,8,10,10,8,9,9,4,6
6228,10,7,10,10,2,0,10,10,2,2
6229,8,4,6,8,2,3,7,8,5,6
6230,96,96,96,96,96,96,96,96,1,2
6231,96,96,96,96,96,96,96,96,1,3
6232,10,96,8,8,8,3,5,8,1,4
6233,96,96,96,96,96,96,96,96,2,6
6234,8,8,8,9,6,4,5,4,3,6
6235,8,8,10,10,10,5,10,10,3,6
6236,10,0,10,10,10,0,10,10,3,4
6237,9,96,6,10,10,97,8,10,1,5
6238,5,96,10,10,0,2,10,10,2,2
6239,8,10,4,8,9,9,10,10,3,6
6240,9,8,8,10,10,4,8,8,3,5
6241,10,6,10,10,1,8,10,10,6,6
6242,6,97,10,10,5,8,7,10,2,3
6243,8,6,9,10,10,4,7,10,3,3
6244,5,5,8,9,5,7,5,2,4,5
6245,96,96,96,96,96,96,96,96,2,2
6246,8,10,6,10,5,9,7,9,4,6
6247,96,96,96,96,96,96,96,96,1,4
6248,10,4,10,10,6,0,10,10,3,4
6249,10,96,10,10,7,0,10,10,3,3
6250,10,5,8,8,3,5,10,10,2,5
6251,9,5,10,9,5,5,8,10,3,6
6252,96,96,96,96,96,96,96,96,2,2
6253,96,96,96,96,96,96,96,96,1,2
6254,10,8,8,10,10,8,8,7,3,4
6255,7,96,8,6,1,2,9,10,1,2
6256,96,96,96,96,96,96,96,96,2,6
6257,10,10,3,8,10,8,5,9,3,3
6258,9,96,8,10,2,3,8,10,2,6
6259,8,6,8,10,6,5,9,9,1,5
6260,96,96,96,96,96,96,96,96,1,1
6261,6,96,7,10,8,8,2,7,1,6
6262,96,96,96,96,96,96,96,96,1,1
6263,4,96,5,9,0,1,8,9,2,2
6264,96,96,96,96,96,96,96,96,1,1
6265,10,10,9,10,5,6,8,10,3,3
6266,96,96,96,96,96,96,96,96,1,1
6267,5,96,10,10,0,0,8,10,3,6
6268,6,6,8,9,6,4,6,10,3,5
6269,96,96,96,96,96,96,96,96,1,1
6270,96,96,96,96,96,96,96,96,1,3
6271,96,96,96,96,96,96,96,96,1,2
6272,7,5,8,8,6,0,8,8,2,6
6273,96,96,96,96,96,96,96,96,1,1
6274,96,96,96,96,96,96,96,96,1,5
6275,10,8,10,10,10,6,8,10,5,5
6276,7,7,10,9,2,0,10,10,2,3
6277,96,96,96,96,96,96,96,96,2,2
6278,9,96,10,9,0,4,10,10,3,3
6279,9,6,9,10,5,8,10,10,3,3
6280,96,96,96,96,96,96,96,96,2,2
6281,96,96,96,96,96,96,96,96,6,6
6282,96,96,96,96,96,96,96,96,1,1
6283,96,96,96,96,96,96,96,96,2,2
6284,8,8,9,10,1,2,8,9,4,4
6285,10,4,10,10,8,2,10,10,2,2
6286,8,2,7,9,5,1,9,10,2,3
6287,8,10,7,6,3,6,10,7,2,5
6288,96,96,96,96,96,96,96,96,1,6
6289,9,2,9,10,3,3,9,9,2,2
6290,8,5,8,8,2,4,8,8,2,3
6291,10,96,10,10,2,8,10,10,1,4
6292,10,10,10,10,0,3,10,10,2,5
6293,96,96,96,96,96,96,96,96,2,3
6294,9,9,9,9,3,5,7,9,1,6
6295,9,1,10,10,4,5,10,10,1,1
6296,10,96,8,10,1,4,7,10,5,6
6297,10,2,9,10,6,1,10,10,6,6
6298,7,4,8,8,6,7,7,5,5,5
6299,10,10,10,10,10,0,10,10,1,2
6300,8,0,10,10,0,1,10,10,2,4
6301,8,96,8,10,9,6,10,8,1,1
6302,6,5,9,9,4,4,7,9,1,2
6303,8,8,8,8,10,7,10,10,2,2
6304,9,5,10,9,5,3,8,7,1,1
6305,8,6,8,9,10,6,7,9,2,3
6306,8,8,9,10,10,10,5,9,2,2
6307,96,96,96,96,96,96,96,96,1,5
6308,7,6,7,9,10,9,8,8,2,5
6309,96,96,96,96,96,96,96,96,1,2
6310,96,96,96,96,96,96,96,96,1,5
6311,10,1,10,10,0,3,8,3,3,5
6312,96,96,96,96,96,96,96,96,1,3
6313,96,96,96,96,96,96,96,96,2,4
6314,8,5,5,10,6,2,10,10,4,5
6315,7,7,10,10,8,6,10,10,3,5
6316,10,0,10,10,10,10,10,10,3,3
6317,96,96,96,96,96,96,96,96,1,1
6318,96,96,96,96,96,96,96,96,2,2
6319,9,9,9,9,2,2,9,7,6,6
6320,96,96,96,96,96,96,96,96,2,2
6321,9,9,10,10,10,10,9,9,4,6
6322,6,8,0,8,8,8,5,6,2,2
6323,8,10,10,10,0,3,3,9,1,1
6324,10,10,10,10,0,0,10,10,2,4
6325,96,96,96,96,96,96,96,96,2,2
6326,96,96,96,96,96,96,96,96,2,3
6327,96,96,96,96,96,96,96,96,2,2
6328,8,5,8,10,10,5,8,10,1,4
6329,96,96,96,96,96,96,96,96,1,3
6330,10,3,8,10,5,2,7,10,1,4
6331,6,10,9,0,10,7,0,10,2,3
6332,96,96,96,96,96,96,96,96,2,3
6333,7,5,8,8,0,5,7,9,5,6
6334,7,5,1,9,3,4,7,9,2,3
6335,96,96,96,96,96,96,96,96,2,2
6336,7,2,9,9,5,2,5,8,3,5
6337,96,96,96,96,96,96,96,96,5,6
6338,96,96,96,96,96,96,96,96,1,1
6339,8,9,9,9,10,7,8,10,2,4
6340,10,5,8,10,10,4,10,10,5,6
6341,96,96,96,96,96,96,96,96,1,3
6342,10,5,9,10,5,4,7,10,2,5
6343,10,7,10,10,10,5,10,10,2,2
6344,96,96,96,96,96,96,96,96,1,1
6345,96,96,96,96,96,96,96,96,2,2
6346,7,4,10,8,1,1,8,10,2,3
6347,10,1,10,10,0,5,8,8,2,4
6348,7,3,6,9,10,3,6,8,2,2
6349,10,10,10,10,10,7,7,10,2,3
6350,96,96,96,96,96,96,96,96,1,2
6351,9,3,10,10,6,5,10,10,2,6
6352,9,96,10,10,1,1,10,9,4,4
6353,10,5,10,10,2,2,8,10,1,3
6354,96,96,96,96,96,96,96,96,3,4
6355,9,6,9,9,4,3,9,8,3,5
6356,96,96,96,96,96,96,96,96,1,4
6357,10,0,10,10,0,5,5,10,5,6
6358,6,5,8,9,5,6,5,4,3,6
6359,10,8,9,10,5,2,9,10,3,5
6360,5,7,7,6,5,2,8,10,2,5
6361,7,2,10,9,4,3,9,10,5,5
6362,96,96,96,96,96,96,96,96,1,1
6363,96,96,96,96,96,96,96,96,1,1
6364,8,1,10,10,5,1,10,10,2,3
6365,96,96,96,96,96,96,96,96,1,6
6366,10,10,10,10,10,10,8,9,3,3
6367,5,96,5,10,0,3,7,4,4,5
6368,6,4,8,6,6,5,7,4,2,5
6369,8,9,9,10,5,6,7,8,2,5
6370,96,96,96,96,96,96,96,96,3,5
6371,96,96,96,96,96,96,96,96,1,5
6372,7,10,10,10,10,3,7,10,2,4
6373,8,7,9,5,3,5,6,10,3,3
6374,8,10,8,10,10,5,8,10,2,2
6375,96,96,96,96,96,96,96,96,1,1
6376,8,5,10,10,10,4,9,8,3,6
6377,5,10,1,10,10,10,8,10,1,5
6378,96,96,96,96,96,96,96,96,3,5
6379,8,4,8,8,2,0,7,10,2,2
6380,8,4,10,10,10,10,8,10,6,6
6381,96,96,96,96,96,96,96,96,1,1
6382,10,10,8,8,10,7,10,10,1,2
6383,96,96,96,96,96,96,96,96,1,2
6384,96,96,96,96,96,96,96,96,2,5
6385,7,0,7,10,3,5,10,7,2,3
6386,7,3,10,10,10,8,7,8,1,3
6387,7,7,8,10,5,7,7,10,2,4
6388,96,96,96,96,96,96,96,96,1,1
6389,2,10,8,10,10,10,8,8,1,1
6390,10,7,8,10,10,5,7,8,3,3
6391,96,96,96,96,96,96,96,96,2,2
6392,10,8,5,10,8,0,10,10,2,6
6393,8,2,8,10,0,5,7,9,3,6
6394,10,5,8,8,8,6,7,9,2,5
6395,96,96,96,96,96,96,96,96,1,1
6396,8,5,10,10,10,2,10,10,4,6
6397,9,96,8,9,0,5,7,8,1,1
6398,8,99,3,10,6,7,7,7,1,5
6399,96,96,96,96,96,96,96,96,3,3
6400,10,3,10,10,0,7,10,10,1,2
6401,9,5,3,10,0,4,8,10,2,4
6402,96,96,96,96,96,96,96,96,4,4
6403,96,96,96,96,96,96,96,96,2,6
6404,10,96,10,10,10,0,7,10,1,1
6405,8,5,8,10,5,5,8,9,4,6
6406,96,96,96,96,96,96,96,96,2,2
6407,96,96,96,96,96,96,96,96,1,4
6408,7,1,9,7,1,1,6,6,3,6
6409,8,96,8,10,0,0,5,8,1,2
6410,96,96,96,96,96,96,96,96,2,2
6411,96,96,96,96,96,96,96,96,1,6
6412,5,0,5,10,0,0,10,10,6,6
6413,96,96,96,96,96,96,96,96,2,2
6414,96,96,96,96,96,96,96,96,3,6
6415,8,2,8,9,6,7,10,10,2,4
6416,96,96,96,96,96,96,96,96,2,2
6417,10,10,5,10,10,8,8,10,3,3
6418,10,96,10,10,5,5,5,5,1,1
6419,4,96,4,10,10,4,8,10,1,6
6420,7,2,8,8,5,2,7,8,3,5
6421,96,96,96,96,96,96,96,96,1,3
6422,6,5,6,8,5,5,7,8,1,3
6423,96,96,96,96,96,96,96,96,1,1
6424,7,3,10,10,10,5,5,10,2,4
6425,7,5,7,8,7,6,4,7,3,6
6426,96,96,96,96,96,96,96,96,2,2
6427,8,8,5,10,10,10,7,7,1,1
6428,7,6,6,10,0,2,7,6,2,3
6429,96,96,96,96,96,96,96,96,1,1
6430,9,96,10,10,8,8,10,10,5,6
6431,5,6,9,9,10,5,7,8,2,2
6432,96,96,96,96,96,96,96,96,1,1
6433,10,10,8,10,8,7,10,10,2,6
6434,6,96,97,10,0,0,10,10,1,1
6435,96,96,96,96,96,96,96,96,1,6
6436,96,96,96,96,96,96,96,96,1,3
6437,96,96,96,96,96,96,96,96,1,3
6438,96,96,96,96,96,96,96,96,1,2
6439,8,8,9,10,2,8,7,9,4,4
6440,96,96,96,96,96,96,96,96,1,1
6441,10,0,10,10,0,0,10,10,1,2
6442,7,10,10,1,5,5,7,10,2,4
6443,7,5,4,10,1,6,8,8,2,2
6444,10,0,10,10,0,3,8,10,4,4
6445,96,96,96,96,96,96,96,96,2,2
6446,8,6,8,10,6,6,9,10,6,6
6447,8,2,10,10,0,0,9,10,3,4
6448,96,96,96,96,96,96,96,96,1,1
6449,96,96,96,96,96,96,96,96,2,5
6450,7,96,8,9,0,0,5,10,1,1
6451,96,96,96,96,96,96,96,96,3,3
6452,8,3,8,10,0,6,8,8,4,4
6453,0,10,3,3,10,10,7,6,2,3
6454,10,10,10,10,1,2,8,10,2,6
6455,96,96,96,96,96,96,96,96,1,2
6456,96,96,96,96,96,96,96,96,4,6
6457,96,96,96,96,96,96,96,96,2,2
6458,8,96,10,10,0,3,10,10,3,6
6459,10,10,8,9,5,6,7,8,2,3
6460,8,6,10,10,2,5,8,8,6,6
6461,96,96,96,96,96,96,96,96,3,6
6462,96,96,96,96,96,96,96,96,1,1
6463,5,96,9,6,0,1,10,7,2,2
6464,9,7,10,8,5,3,7,10,1,3
6465,6,2,10,10,0,0,8,9,3,3
6466,8,5,6,10,1,1,3,6,1,4
6467,9,3,9,9,4,3,7,9,6,6
6468,10,10,10,10,0,3,8,9,5,6
6469,96,96,96,96,96,96,96,96,2,2
6470,10,5,10,10,4,0,8,8,4,6
6471,96,96,96,96,96,96,96,96,1,3
6472,10,8,10,10,10,10,8,10,3,4
6473,9,0,10,10,5,7,7,9,3,3
6474,10,5,8,10,10,0,10,10,2,3
6475,96,96,96,96,96,96,96,96,1,5
6476,96,96,96,96,96,96,96,96,1,1
6477,96,96,96,96,96,96,96,96,1,2
6478,8,96,7,9,10,8,10,10,1,3
6479,10,96,9,9,0,2,9,9,2,2
6480,5,10,9,0,9,5,6,9,2,2
6481,8,7,9,10,9,4,8,10,3,5
6482,96,96,96,96,96,96,96,96,3,3
6483,9,10,10,10,10,10,10,10,3,6
6484,10,10,10,10,0,10,10,10,3,4
6485,96,96,96,96,96,96,96,96,1,3
6486,10,96,7,10,5,1,10,10,2,3
6487,8,5,8,8,0,7,5,8,1,4
6488,96,96,96,96,96,96,96,96,1,3
6489,96,96,96,96,96,96,96,96,1,3
6490,96,96,96,96,96,96,96,96,1,1
6491,8,3,9,9,2,4,9,9,2,3
6492,8,0,10,10,2,2,9,5,3,6
6493,10,8,10,10,0,5,10,10,3,4
6494,9,5,7,9,1,5,6,8,3,5
6495,10,2,9,10,2,4,10,10,1,5
6496,96,96,96,96,96,96,96,96,1,3
6497,10,10,10,10,0,0,10,10,1,4
6498,96,96,96,96,96,96,96,96,5,6
6499,8,8,8,9,97,5,8,9,4,4
6500,96,96,96,96,96,96,96,96,1,2
6501,96,96,96,96,96,96,96,96,2,2
6502,8,96,6,10,3,1,8,10,4,4
6503,96,96,96,96,96,96,96,96,1,1
6504,96,96,96,96,96,96,96,96,2,2
6505,96,96,96,96,96,96,96,96,2,3
6506,6,5,5,8,8,5,4,8,2,2
6507,5,5,8,10,10,3,8,10,1,4
6508,96,96,96,96,96,96,96,96,2,2
6509,9,8,6,9,10,5,8,9,1,6
6510,96,96,96,96,96,96,96,96,1,3
6511,9,2,5,8,1,4,8,8,4,6
6512,96,96,96,96,96,96,96,96,1,4
6513,7,96,8,9,3,7,8,9,3,3
6514,96,96,96,96,96,96,96,96,2,2
6515,5,7,6,8,1,2,10,10,2,6
6516,96,96,96,96,96,96,96,96,1,1
6517,7,9,10,10,8,8,8,9,3,5
6518,8,96,8,8,7,7,8,8,2,3
6519,0,96,0,10,0,0,5,4,2,2
6520,10,2,10,10,2,8,10,10,3,3
6521,96,96,96,96,96,96,96,96,4,4
6522,6,10,3,4,5,7,0,8,2,5
6523,9,99,10,10,0,0,10,10,1,1
6524,10,5,9,9,7,1,5,10,1,6
6525,9,96,9,10,10,6,10,10,2,3
6526,96,96,96,96,96,96,96,96,1,1
6527,7,5,10,10,2,0,9,10,1,2
6528,96,96,96,96,96,96,96,96,2,2
6529,7,10,10,10,10,10,10,7,3,5
6530,0,96,0,10,10,10,10,6,1,3
6531,10,96,10,10,9,6,8,10,4,6
6532,96,96,96,96,96,96,96,96,2,4
6533,96,96,96,96,96,96,96,96,1,1
6534,8,5,8,9,7,3,6,8,1,1
6535,96,96,96,96,96,96,96,96,1,1
6536,9,5,8,10,3,2,10,10,4,4
6537,10,96,10,10,0,0,10,10,1,1
6538,96,96,96,96,96,96,96,96,2,3
6539,96,96,96,96,96,96,96,96,1,1
6540,8,0,10,10,4,10,10,8,5,6
6541,10,1,9,10,2,2,8,9,2,6
6542,10,96,9,10,0,1,5,10,3,3
6543,96,96,96,96,96,96,96,96,3,4
6544,8,5,7,10,5,2,8,10,5,5
6545,10,0,10,10,0,0,10,10,6,6
6546,96,96,96,96,96,96,96,96,1,2
6547,8,6,8,8,3,3,8,8,3,5
6548,96,96,96,96,96,96,96,96,3,6
6549,96,96,96,96,96,96,96,96,1,1
6550,96,96,96,96,96,96,96,96,1,1
6551,9,96,9,9,6,6,10,10,2,6
6552,10,5,10,10,5,5,10,10,1,4
6553,8,10,8,10,10,2,5,10,4,4
6554,9,10,10,10,10,6,10,10,3,3
6555,6,1,9,9,1,2,9,10,3,5
6556,10,6,7,10,10,3,8,9,2,6
6557,10,3,10,10,3,8,10,8,4,4
6558,8,7,8,9,8,4,6,8,2,5
6559,96,96,96,96,96,96,96,96,3,3
6560,8,5,8,10,0,1,10,10,2,2
6561,96,96,96,96,96,96,96,96,2,2
6562,96,96,96,96,96,96,96,96,2,3
6563,96,96,96,96,96,96,96,96,2,2
6564,96,96,96,96,96,96,96,96,3,4
6565,10,5,10,10,1,1,10,10,2,2
6566,96,96,96,96,96,96,96,96,1,1
6567,10,96,2,10,10,10,10,10,2,2
6568,5,96,8,8,8,3,4,9,1,4
6569,96,96,96,96,96,96,96,96,4,4
6570,96,96,96,96,96,96,96,96,3,6
6571,8,6,7,9,3,4,5,8,3,6
6572,10,10,10,10,5,5,10,10,3,6
6573,10,96,10,10,10,0,10,10,2,2
6574,96,96,96,96,96,96,96,96,1,1
6575,96,96,96,96,96,96,96,96,3,3
6576,96,96,96,96,96,96,96,96,2,2
6577,10,99,10,10,0,0,10,10,1,1
6578,10,0,10,10,0,0,10,10,3,5
6579,10,4,10,10,2,3,9,10,4,6
6580,96,96,96,96,96,96,96,96,2,2
6581,96,96,96,96,96,96,96,96,1,1
6582,96,96,96,96,96,96,96,96,2,2
6583,96,96,96,96,96,96,96,96,2,2
6584,7,5,6,10,6,6,10,10,3,6
6585,96,96,96,96,96,96,96,96,2,2
6586,9,7,9,9,8,5,9,9,3,4
6587,8,2,3,10,3,7,7,8,6,6
6588,10,10,9,10,8,7,10,10,5,5
6589,5,5,8,9,5,7,5,10,4,6
6590,8,3,8,10,10,5,8,10,3,3
6591,96,96,96,96,96,96,96,96,2,4
6592,96,96,96,96,96,96,96,96,1,6
6593,8,8,8,9,5,5,7,7,3,6
6594,8,5,8,10,0,5,8,10,3,3
6595,8,96,10,10,10,0,10,10,3,3
6596,96,96,96,96,96,96,96,96,1,1
6597,10,99,10,10,0,0,10,9,5,6
6598,96,96,96,96,96,96,96,96,2,2
6599,10,2,10,10,5,5,7,10,1,2
6600,10,5,10,10,0,1,5,10,2,2
6601,8,96,10,8,2,4,10,9,2,2
6602,6,6,10,10,5,5,6,10,4,6
6603,96,96,96,96,96,96,96,96,1,2
6604,7,5,7,9,2,3,8,7,4,6
6605,8,6,10,9,3,4,5,7,5,6
6606,96,96,96,96,96,96,96,96,2,2
6607,8,7,7,7,10,7,7,7,3,5
6608,10,5,10,10,3,7,10,10,5,6
6609,9,7,5,6,1,7,8,9,1,4
6610,96,96,96,96,96,96,96,96,1,3
6611,10,9,10,10,10,5,10,10,3,6
6612,8,3,7,9,7,5,5,8,5,6
6613,6,96,7,8,0,2,9,8,1,1
6614,8,96,8,10,7,10,10,8,6,6
6615,10,10,5,10,7,10,5,10,4,4
6616,96,96,96,96,96,96,96,96,1,1
6617,10,96,8,9,0,4,7,9,6,6
6618,3,96,10,10,8,8,9,10,1,1
6619,7,10,8,10,10,5,4,10,6,6
6620,96,96,96,96,96,96,96,96,2,3
6621,96,96,96,96,96,96,96,96,1,1
6622,10,96,10,10,8,9,10,10,2,2
6623,96,96,96,96,96,96,96,96,2,2
6624,8,10,7,10,8,3,10,5,2,3
6625,8,5,8,10,6,6,7,7,3,6
6626,10,6,8,9,0,7,10,10,3,4
6627,96,96,96,96,96,96,96,96,1,1
6628,96,96,96,96,96,96,96,96,1,1
6629,9,2,8,10,1,6,4,9,6,6
6630,96,96,96,96,96,96,96,96,1,2
6631,4,96,10,10,0,3,10,4,3,6
6632,8,5,8,10,4,2,8,10,3,5
6633,96,96,96,96,96,96,96,96,1,1
6634,9,10,9,9,10,0,10,10,1,6
6635,96,96,96,96,96,96,96,96,1,1
6636,96,96,96,96,96,96,96,96,2,2
6637,96,96,96,96,96,96,96,96,2,3
6638,96,96,96,96,96,96,96,96,1,1
6639,96,96,96,96,96,96,96,96,4,6
6640,7,96,9,9,3,7,8,9,1,4
6641,96,96,96,96,96,96,96,96,1,3
6642,7,6,7,8,4,5,7,9,1,6
6643,9,0,10,10,0,5,10,10,3,3
6644,7,7,7,10,7,6,8,8,3,5
6645,10,3,8,10,0,2,8,8,2,3
6646,10,4,10,10,3,3,10,10,4,4
6647,96,96,96,96,96,96,96,96,2,2
6648,5,10,3,6,5,2,6,7,3,6
6649,5,96,10,10,5,5,10,10,3,5
6650,96,96,96,96,96,96,96,96,1,6
6651,96,96,96,96,96,96,96,96,2,3
6652,96,96,96,96,96,96,96,96,2,2
6653,8,1,10,6,4,8,9,10,3,3
6654,2,10,7,10,10,10,6,8,2,2
6655,9,5,8,9,9,2,8,9,4,4
6656,96,96,96,96,96,96,96,96,3,3
6657,96,96,96,96,96,96,96,96,1,1
6658,8,4,7,10,10,5,9,10,5,5
6659,96,96,96,96,96,96,96,96,3,3
6660,5,5,10,5,5,1,5,5,1,3
6661,6,6,7,9,9,8,7,8,4,6
6662,96,96,96,96,96,96,96,96,1,2
6663,10,96,10,10,0,0,10,10,2,3
6664,6,4,4,5,4,6,5,6,2,2
6665,96,96,96,96,96,96,96,96,2,3
6666,6,4,7,8,5,8,7,7,3,3
6667,10,0,10,10,0,0,10,10,1,5
6668,8,3,3,9,10,5,3,9,6,6
